"","segment","repetition","frame","point","x","y"
"199","s",1,1,1,115.36674512,65.47668149
"1991","s",1,1,2,112.62113586,64.07892282
"1992","s",1,1,3,109.87130756,62.69527941
"1993","s",1,1,4,107.06134345,61.45792582
"1994","s",1,1,5,104.24432683,60.15645068
"1995","s",1,1,6,101.42789977,58.73859205
"1996","s",1,1,7,98.49446729,57.49103158
"1997","s",1,1,8,95.49735639,56.19570526
"1998","s",1,1,9,92.42318395,54.75213813
"1999","s",1,1,10,89.2193018,53.3713725
"19910","s",1,1,11,85.88044243,52.38285153
"19911","s",1,1,12,82.45735589,51.89291845
"19912","s",1,1,13,79.03386842,52.02829059
"19913","s",1,1,14,75.70200173,52.83844322
"19914","s",1,1,15,72.46772048,53.93879804
"19915","s",1,1,16,69.33797251,55.28646392
"19916","s",1,1,17,66.33867117,56.87013256
"19917","s",1,1,18,63.52519249,58.7411611
"19918","s",1,1,19,60.9297305,60.89998705
"19919","s",1,1,20,58.65662321,63.46207169
"399","s",1,2,1,115.63994107,65.02201708
"3991","s",1,2,2,112.8504462,63.64380758
"3992","s",1,2,3,110.06058723,62.28139664
"3993","s",1,2,4,107.24901945,60.97835918
"3994","s",1,2,5,104.35921952,59.80610768
"3995","s",1,2,6,101.47894877,58.54742896
"3996","s",1,2,7,98.5460508,57.24278552
"3997","s",1,2,8,95.525969,56.0048341
"3998","s",1,2,9,92.42975078,54.6815596
"3999","s",1,2,10,89.21545875,53.47580184
"39910","s",1,2,11,85.88330387,52.53164487
"39911","s",1,2,12,82.47643188,52.14577091
"39912","s",1,2,13,79.07746927,52.35832109
"39913","s",1,2,14,75.75289104,53.10679741
"39914","s",1,2,15,72.49139528,54.03414334
"39915","s",1,2,16,69.34605717,55.31265077
"39916","s",1,2,17,66.31891815,56.81693262
"39917","s",1,2,18,63.42946051,58.52179803
"39918","s",1,2,19,60.78403649,60.61137331
"39919","s",1,2,20,58.37099618,62.96735584
"599","s",1,3,1,118.0771614,60.96589069
"5991","s",1,3,2,114.83196399,59.8838873
"5992","s",1,3,3,111.64242921,58.82250891
"5993","s",1,3,4,108.5025976,57.77510327
"5994","s",1,3,5,105.33489032,56.8309884
"5995","s",1,3,6,102.16710777,55.97048099
"5996","s",1,3,7,98.97368117,55.18481101
"5997","s",1,3,8,95.75463919,54.47940394
"5998","s",1,3,9,92.51100757,53.80823411
"5999","s",1,3,10,89.22353407,53.25636678
"59910","s",1,3,11,85.89322398,53.04748546
"59911","s",1,3,12,82.55711192,53.21518607
"59912","s",1,3,13,79.28343311,53.91733554
"59913","s",1,3,14,76.09463667,54.90892182
"59914","s",1,3,15,72.98307364,56.0142757
"59915","s",1,3,16,69.97986645,57.36560956
"59916","s",1,3,17,67.04433778,58.77067413
"59917","s",1,3,18,64.28415057,60.48025998
"59918","s",1,3,19,61.68226416,62.39072468
"59919","s",1,3,20,59.15306668,64.32192889
"799","s",1,4,1,117.83157764,61.37460171
"7991","s",1,4,2,114.38506848,60.73186934
"7992","s",1,4,3,111.12168366,59.96118169
"7993","s",1,4,4,108.03402356,58.9724459
"7994","s",1,4,5,105.01627022,57.80255872
"7995","s",1,4,6,102.01862049,56.52652107
"7996","s",1,4,7,98.92660639,55.41135879
"7997","s",1,4,8,95.72982722,54.64492148
"7998","s",1,4,9,92.4717946,54.22968424
"7999","s",1,4,10,89.199538,53.9084254
"79910","s",1,4,11,85.90859425,53.84673125
"79911","s",1,4,12,82.62018032,54.05115861
"79912","s",1,4,13,79.36026903,54.49893422
"79913","s",1,4,14,76.18230751,55.37123573
"79914","s",1,4,15,73.0766036,56.39094813
"79915","s",1,4,16,70.01592828,57.48241673
"79916","s",1,4,17,67.0585256,58.80888559
"79917","s",1,4,18,64.28604285,60.48459601
"79918","s",1,4,19,61.68048053,62.38719138
"79919","s",1,4,20,59.38220274,64.71880044
"999","s",1,5,1,118.04006265,61.02763202
"9991","s",1,5,2,114.85684453,59.83667659
"9992","s",1,5,3,111.63789873,58.83241534
"9993","s",1,5,4,108.44848634,57.91337326
"9994","s",1,5,5,105.30594591,56.91924877
"9995","s",1,5,6,102.17073124,55.95691217
"9996","s",1,5,7,98.96770871,55.21355353
"9997","s",1,5,8,95.73753445,54.5935075
"9998","s",1,5,9,92.47189574,54.22859723
"9999","s",1,5,10,89.20632028,53.72412652
"99910","s",1,5,11,85.89851309,53.32251599
"99911","s",1,5,12,82.56849241,53.36603465
"99912","s",1,5,13,79.3039351,54.07252246
"99913","s",1,5,14,76.15261104,55.21463758
"99914","s",1,5,15,73.14273447,56.65727648
"99915","s",1,5,16,70.17527652,57.99855835
"99916","s",1,5,17,67.26832998,59.37394271
"99917","s",1,5,18,64.53056584,61.0449032
"99918","s",1,5,19,62.00453289,63.02912553
"99919","s",1,5,20,59.76810274,65.38719253
"1199","s",1,6,1,117.75004641,61.51028947
"11991","s",1,6,2,114.60282248,60.3186822
"11992","s",1,6,3,111.41746062,59.3144298
"11993","s",1,6,4,108.25691034,58.40290551
"11994","s",1,6,5,105.14117951,57.42167202
"11995","s",1,6,6,102.07719613,56.30717298
"11996","s",1,6,7,98.96540828,55.22462436
"11997","s",1,6,8,95.74006245,54.57664353
"11998","s",1,6,9,92.47359403,54.21034449
"11999","s",1,6,10,89.19997881,53.89644698
"119910","s",1,6,11,85.90328162,53.57047734
"119911","s",1,6,12,82.58855302,53.63193839
"119912","s",1,6,13,79.34130799,54.35541134
"119913","s",1,6,14,76.21097001,55.52238144
"119914","s",1,6,15,73.2175565,56.95860663
"119915","s",1,6,16,70.30682159,58.42464334
"119916","s",1,6,17,67.48370918,59.95401425
"119917","s",1,6,18,64.80666587,61.67756692
"119918","s",1,6,19,62.34241182,63.69844951
"119919","s",1,6,20,60.14157515,66.03405962
"1399","s",1,7,1,117.60197125,61.75672248
"13991","s",1,7,2,114.47226593,60.5664126
"13992","s",1,7,3,111.30197887,59.56694452
"13993","s",1,7,4,108.15566324,58.66162123
"13994","s",1,7,5,105.05635565,57.68032598
"13995","s",1,7,6,101.959844,56.74662132
"13996","s",1,7,7,98.8019858,56.01109633
"13997","s",1,7,8,95.6268039,55.33217714
"13998","s",1,7,9,92.42294525,54.7547036
"13999","s",1,7,10,89.17986361,54.4430486
"139910","s",1,7,11,85.91387002,54.12106829
"139911","s",1,7,12,82.63034898,54.18594435
"139912","s",1,7,13,79.41673047,54.92631124
"139913","s",1,7,14,76.27151457,55.84165054
"139914","s",1,7,15,73.21779589,56.95957072
"139915","s",1,7,16,70.30541356,58.4200826
"139916","s",1,7,17,67.56094842,60.16203938
"139917","s",1,7,18,64.93728974,61.97688231
"139918","s",1,7,19,62.50336177,64.01728462
"139919","s",1,7,20,60.31836854,66.34027186
"1599","s",1,8,1,117.72463391,61.55258204
"15991","s",1,8,2,114.40183091,60.70006272
"15992","s",1,8,3,111.0882766,60.03423025
"15993","s",1,8,4,107.85877397,59.42025946
"15994","s",1,8,5,104.80336249,58.45177963
"15995","s",1,8,6,101.75011754,57.53198368
"15996","s",1,8,7,98.63648419,56.80757411
"15997","s",1,8,8,95.5063196,56.1359128
"15998","s",1,8,9,92.35945526,55.4370765
"15999","s",1,8,10,89.15967225,54.99171953
"159910","s",1,8,11,85.92468472,54.68342718
"159911","s",1,8,12,82.67321929,54.75419103
"159912","s",1,8,13,79.49245662,55.49950971
"159913","s",1,8,14,76.38024417,56.41501345
"159914","s",1,8,15,73.36210553,57.54074779
"159915","s",1,8,16,70.4477131,58.88100217
"159916","s",1,8,17,67.591788,60.2450983
"159917","s",1,8,18,64.92584679,61.9506616
"159918","s",1,8,19,62.48524204,63.9813902
"159919","s",1,8,20,60.29766856,66.30441878
"1799","s",1,9,1,117.39071271,62.10830799
"17991","s",1,9,2,113.93413653,61.58751049
"17992","s",1,9,3,110.61039932,61.07916639
"17993","s",1,9,4,107.48131916,60.38476603
"17994","s",1,9,5,104.46251851,59.49111739
"17995","s",1,9,6,101.46879517,58.58545113
"17996","s",1,9,7,98.458472,57.66425919
"17997","s",1,9,8,95.40758884,56.79453329
"17998","s",1,9,9,92.29174099,56.16485073
"17999","s",1,9,10,89.13921487,55.54761958
"179910","s",1,9,11,85.93517806,55.22907501
"179911","s",1,9,12,82.71766639,55.34333798
"179912","s",1,9,13,79.54945441,55.93094645
"179913","s",1,9,14,76.43313098,56.69390102
"179914","s",1,9,15,73.46085179,57.93842782
"179915","s",1,9,16,70.61652226,59.42778849
"179916","s",1,9,17,67.89139002,61.05200354
"179917","s",1,9,18,65.21578724,62.61503968
"179918","s",1,9,19,62.67439238,64.35608909
"179919","s",1,9,20,60.46130246,66.58783832
"19991","s",1,10,1,117.33081053,62.20799975
"19992","s",1,10,2,113.67423531,62.08067178
"19993","s",1,10,3,110.31934633,61.71558875
"19994","s",1,10,4,107.28851944,60.87742524
"19995","s",1,10,5,104.32311783,59.91619279
"19996","s",1,10,6,101.34815823,59.03720008
"19997","s",1,10,7,98.31602921,58.34976625
"19998","s",1,10,8,95.27337161,57.6898796
"19999","s",1,10,9,92.21345333,57.00626494
"199910","s",1,10,10,89.10941056,56.3575087
"199911","s",1,10,11,85.95037968,56.01955101
"199912","s",1,10,12,82.76955815,56.03116399
"199913","s",1,10,13,79.61839799,56.45280521
"199914","s",1,10,14,76.54228165,57.26948433
"199915","s",1,10,15,73.57911619,58.4147131
"199916","s",1,10,16,70.7156396,59.74883744
"199917","s",1,10,17,67.9113402,61.10573452
"199918","s",1,10,18,65.18785921,62.55104458
"199919","s",1,10,19,62.59456114,64.19794675
"199920","s",1,10,20,60.23508303,66.19601848
"2199","s",1,11,1,115.70932766,64.90654096
"21991","s",1,11,2,112.83915765,63.66522756
"21992","s",1,11,3,110.08352462,62.2312413
"21993","s",1,11,4,107.16811869,61.18508409
"21994","s",1,11,5,104.22058686,60.22884115
"21995","s",1,11,6,101.26246219,59.3581059
"21996","s",1,11,7,98.2510234,58.66260722
"21997","s",1,11,8,95.22550674,58.00918015
"21998","s",1,11,9,92.19882289,57.16350889
"21999","s",1,11,10,89.1076207,56.40614544
"219910","s",1,11,11,85.9511336,56.05875477
"219911","s",1,11,12,82.77105856,56.05105192
"219912","s",1,11,13,79.6193726,56.46018239
"219913","s",1,11,14,76.54063805,57.26081715
"219914","s",1,11,15,73.49498152,58.0758782
"219915","s",1,11,16,70.53448953,59.16207794
"219916","s",1,11,17,67.69269235,60.51685965
"219917","s",1,11,18,64.93004704,61.96028618
"219918","s",1,11,19,62.2997874,63.61401232
"219919","s",1,11,20,60.02511174,65.83234098
"2399","s",1,12,1,115.07256161,65.96627427
"23991","s",1,12,2,112.4152171,64.46965267
"23992","s",1,12,3,109.67872717,63.11637961
"23993","s",1,12,4,107.01364285,61.57981468
"23994","s",1,12,5,104.12819252,60.51057979
"23995","s",1,12,6,101.25505022,59.38586149
"23996","s",1,12,7,98.31055072,58.37613152
"23997","s",1,12,8,95.31958244,57.38161293
"23998","s",1,12,9,92.27530102,56.34154303
"23999","s",1,12,10,89.13704102,55.60669079
"239910","s",1,12,11,85.93580503,55.26167697
"239911","s",1,12,12,82.71965505,55.3696977
"239912","s",1,12,13,79.57338267,56.11206805
"239913","s",1,12,14,76.49640047,57.02753953
"239914","s",1,12,15,73.50354501,58.11036586
"239915","s",1,12,16,70.54671529,59.20167816
"239916","s",1,12,17,67.7078179,60.55759664
"239917","s",1,12,18,64.94765676,62.0006376
"239918","s",1,12,19,62.29737813,63.60923967
"239919","s",1,12,20,59.81415026,65.46694842
"2599","s",1,13,1,114.73624756,66.52598252
"25991","s",1,13,2,112.24424319,64.79407481
"25992","s",1,13,3,109.66464252,63.14717738
"25993","s",1,13,4,106.97377016,61.68170098
"25994","s",1,13,5,104.15810748,60.41935991
"25995","s",1,13,6,101.29860988,59.22274372
"25996","s",1,13,7,98.34642777,58.20347295
"25997","s",1,13,8,95.33301052,57.2920359
"25998","s",1,13,9,92.25208952,56.5910138
"25999","s",1,13,10,89.12434578,55.95166545
"259910","s",1,13,11,85.93626088,55.28538098
"259911","s",1,13,12,82.68614153,54.92547544
"259912","s",1,13,13,79.42235222,54.96886427
"259913","s",1,13,14,76.19269722,55.42602371
"259914","s",1,13,15,73.09054025,56.44707511
"259915","s",1,13,16,70.13183756,57.85785612
"259916","s",1,13,17,67.33315127,59.5485231
"259917","s",1,13,18,64.66453983,61.35189514
"259918","s",1,13,19,62.14521397,63.30780883
"259919","s",1,13,20,59.80222193,65.44628814
"2799","s",1,14,1,114.5985953,66.7550693
"27991","s",1,14,2,112.18208472,64.91202022
"27992","s",1,14,3,109.66485819,63.14670579
"27993","s",1,14,4,106.94873626,61.74566985
"27994","s",1,14,5,104.24715843,60.14781628
"27995","s",1,14,6,101.46019326,58.61766268
"27996","s",1,14,7,98.52605088,57.33903532
"27997","s",1,14,8,95.52170857,56.03325488
"27998","s",1,14,9,92.44152332,54.55503166
"27999","s",1,14,10,89.22458601,53.2277817
"279910","s",1,14,11,85.88206461,52.46720415
"279911","s",1,14,12,82.47653843,52.14718321
"279912","s",1,14,13,79.06329547,52.25103454
"279913","s",1,14,14,75.69905325,52.82289506
"279914","s",1,14,15,72.41751303,53.73659798
"279915","s",1,14,16,69.38693125,55.44504518
"279916","s",1,14,17,66.51567008,57.34683613
"279917","s",1,14,18,63.79925217,59.36914951
"279918","s",1,14,19,61.20053943,61.43644818
"279919","s",1,14,20,59.03872958,64.12389309
"2999","s",1,15,1,115.38443709,65.44723776
"29991","s",1,15,2,112.8842936,63.5795823
"29992","s",1,15,3,110.44008346,61.45158249
"29993","s",1,15,4,107.82892386,59.49653514
"29994","s",1,15,5,105.16258326,57.35640542
"29995","s",1,15,6,102.34517838,55.30366025
"29996","s",1,15,7,99.38378544,53.21118102
"29997","s",1,15,8,96.25102721,51.16806175
"29998","s",1,15,9,92.92591529,49.34892044
"29999","s",1,15,10,89.42615141,47.75053253
"299910","s",1,15,11,85.76814487,46.54343831
"299911","s",1,15,12,82.02194839,46.1215856
"299912","s",1,15,13,78.33208319,46.71622577
"299913","s",1,15,14,74.81330805,48.15210224
"299914","s",1,15,15,71.55441084,50.26063341
"299915","s",1,15,16,68.58467412,52.84647039
"299916","s",1,15,17,66.00151379,55.96208107
"299917","s",1,15,18,63.63897934,59.00189565
"299918","s",1,15,19,61.61639316,62.26023699
"299919","s",1,15,20,59.72244565,65.30811288
"3199","s",1,16,1,116.16155163,64.15393048
"31991","s",1,16,2,113.73279793,61.96954951
"31992","s",1,16,3,111.23271103,59.71840699
"31993","s",1,16,4,108.65100452,57.39588054
"31994","s",1,16,5,105.94764736,54.96250441
"31995","s",1,16,6,103.11206921,52.4318853
"31996","s",1,16,7,100.06313946,49.94178443
"31997","s",1,16,8,96.82482583,47.3403231
"31998","s",1,16,9,93.29341765,45.39910656
"31999","s",1,16,10,89.57515142,43.7016717
"319910","s",1,16,11,85.70050315,43.0261047
"319911","s",1,16,12,81.80533553,43.25037895
"319912","s",1,16,13,78.03366175,44.45736648
"319913","s",1,16,14,74.46692459,46.32552125
"319914","s",1,16,15,71.11910988,48.50754931
"319915","s",1,16,16,68.03997344,51.08214145
"319916","s",1,16,17,65.24425696,53.92259379
"319917","s",1,16,18,62.75704381,56.9810026
"319918","s",1,16,19,60.65550833,60.35676442
"319919","s",1,16,20,58.75260145,63.62830931
"3399","s",1,17,1,116.24716926,64.01144194
"33991","s",1,17,2,113.80743761,61.82792108
"33992","s",1,17,3,111.37367792,59.41016592
"33993","s",1,17,4,108.82290267,56.9566309
"33994","s",1,17,5,106.08555787,54.54197301
"33995","s",1,17,6,103.22443507,52.01110905
"33996","s",1,17,7,100.17525796,49.40221329
"33997","s",1,17,8,96.85089136,47.16644326
"33998","s",1,17,9,93.29828265,45.34681891
"33999","s",1,17,10,89.55443089,44.26472227
"339910","s",1,17,11,85.71907835,43.99200528
"339911","s",1,17,12,81.91923787,44.76015613
"339912","s",1,17,13,78.28377021,46.3505274
"339913","s",1,17,14,74.85523964,48.37321974
"339914","s",1,17,15,71.66271721,50.69681477
"339915","s",1,17,16,68.73927107,53.34722224
"339916","s",1,17,17,66.1024355,56.23388919
"339917","s",1,17,18,63.74196398,59.23787768
"339918","s",1,17,19,61.74321783,62.51147134
"339919","s",1,17,20,60.08474479,65.93562747
"3599","s",1,18,1,115.6920061,64.93536824
"35991","s",1,18,2,113.31064818,62.77057658
"35992","s",1,18,3,110.85505189,60.54420411
"35993","s",1,18,4,108.3724856,58.1075772
"35994","s",1,18,5,105.77043461,55.50288041
"35995","s",1,18,6,103.05769044,52.63551742
"35996","s",1,18,7,100.12639791,49.63735265
"35997","s",1,18,8,96.87365156,47.01461278
"35998","s",1,18,9,93.32727577,45.03520876
"35999","s",1,18,10,89.56291977,44.0340494
"359910","s",1,18,11,85.72527889,44.31443022
"359911","s",1,18,12,81.98041145,45.57101286
"359912","s",1,18,13,78.45115608,47.61753125
"359913","s",1,18,14,75.19239035,50.15111377
"359914","s",1,18,15,72.20482069,52.88002378
"359915","s",1,18,16,69.46634845,55.70228382
"359916","s",1,18,17,67.00429968,58.66284124
"359917","s",1,18,18,64.84550193,61.76655702
"359918","s",1,18,19,62.82509969,64.65463394
"359919","s",1,18,20,61.16979533,67.81497239
"3799","s",2,1,1,115.33822733,65.52414201
"37991","s",2,1,2,112.58213815,64.1529208
"37992","s",2,1,3,109.73536123,62.99254243
"37993","s",2,1,4,106.88135226,61.91785553
"37994","s",2,1,5,104.06858299,60.69234751
"37995","s",2,1,6,101.2334468,59.46675982
"37996","s",2,1,7,98.33321373,58.2670656
"37997","s",2,1,8,95.41657274,56.73460282
"37998","s",2,1,9,92.38658029,55.14554415
"37999","s",2,1,10,89.20851301,53.66454247
"379910","s",2,1,11,85.88697404,52.72249151
"379911","s",2,1,12,82.48294705,52.23212964
"379912","s",2,1,13,79.07052653,52.30576905
"379913","s",2,1,14,75.71740421,52.91966501
"379914","s",2,1,15,72.4999486,54.06859008
"379915","s",2,1,16,69.39518748,55.47178778
"379916","s",2,1,17,66.41030272,57.06305475
"379917","s",2,1,18,63.62665094,58.97364598
"379918","s",2,1,19,61.11558677,61.26816053
"379919","s",2,1,20,58.96941697,64.00384127
"39991","s",2,2,1,116.65605248,63.33096099
"39992","s",2,2,2,113.64964156,62.12733831
"39993","s",2,2,3,110.67516529,60.9375478
"39994","s",2,2,4,107.81355827,59.53579869
"39995","s",2,2,5,104.91645501,58.1069259
"39996","s",2,2,6,101.84687569,57.16965356
"39997","s",2,2,7,98.7666591,56.18110637
"39998","s",2,2,8,95.66075095,55.10572064
"39999","s",2,2,9,92.43580023,54.61654182
"399910","s",2,2,10,89.20274341,53.82132296
"399911","s",2,2,11,85.89293163,53.03228329
"399912","s",2,2,12,82.52742236,52.82165052
"399913","s",2,2,13,79.17438608,53.09191937
"399914","s",2,2,14,75.85666392,53.65402207
"399915","s",2,2,15,72.60342093,54.48530338
"399916","s",2,2,16,69.43938776,55.61495602
"399917","s",2,2,17,66.38355537,56.99101726
"399918","s",2,2,18,63.58787656,58.88479723
"399919","s",2,2,19,61.11295532,61.26294774
"399920","s",2,2,20,59.00564714,64.06659316
"4199","s",2,3,1,118.09328885,60.9390507
"41991","s",2,3,2,114.82764761,59.89207762
"41992","s",2,3,3,111.6181462,58.87560663
"41993","s",2,3,4,108.4763061,57.84228568
"41994","s",2,3,5,105.35117135,56.78134256
"41995","s",2,3,6,102.20441371,55.83078149
"41996","s",2,3,7,98.97513856,55.17779733
"41997","s",2,3,8,95.70865162,54.78618124
"41998","s",2,3,9,92.45588705,54.40065428
"41999","s",2,3,10,89.20046286,53.88329351
"419910","s",2,3,11,85.90808142,53.82006418
"419911","s",2,3,12,82.61932021,54.03975789
"419912","s",2,3,13,79.34543924,54.38668225
"419913","s",2,3,14,76.07153763,54.78711381
"419914","s",2,3,15,72.87952098,55.59723889
"419915","s",2,3,16,69.82254807,56.85604278
"419916","s",2,3,17,66.99838115,58.64690113
"419917","s",2,3,18,64.36554208,60.66676289
"419918","s",2,3,19,61.96583138,62.95245945
"419919","s",2,3,20,59.78780146,65.4213114
"4399","s",2,4,1,118.28917259,60.6130526
"43991","s",2,4,2,114.88952745,59.77466093
"43992","s",2,4,3,111.64807207,58.81017011
"43993","s",2,4,4,108.46551062,57.86987129
"43994","s",2,4,5,105.28087387,56.99570113
"43995","s",2,4,6,102.11881512,56.15132241
"43996","s",2,4,7,98.89803654,55.5488514
"43997","s",2,4,8,95.66105462,55.10369485
"43998","s",2,4,9,92.43950449,54.5767295
"43999","s",2,4,10,89.19122143,54.13441613
"439910","s",2,4,11,85.91186201,54.0166528
"439911","s",2,4,12,82.63020785,54.1840737
"439912","s",2,4,13,79.36415127,54.52832033
"439913","s",2,4,14,76.15854809,55.24594539
"439914","s",2,4,15,73.01919465,56.15974554
"439915","s",2,4,16,69.95050296,57.27049887
"439916","s",2,4,17,67.05269961,58.79319469
"439917","s",2,4,18,64.35097856,60.63339161
"439918","s",2,4,19,61.9388412,62.89899304
"439919","s",2,4,20,59.87587336,65.57385497
"4599","s",2,5,1,117.48776951,61.94678191
"45991","s",2,5,2,114.43637172,60.6345217
"45992","s",2,5,3,111.37050454,59.4171049
"45993","s",2,5,4,108.26699284,58.3771418
"45994","s",2,5,5,105.12084367,57.48368224
"45995","s",2,5,6,101.98785487,56.64172903
"45996","s",2,5,7,98.85516091,55.75519069
"45997","s",2,5,8,95.66933094,55.04848455
"45998","s",2,5,9,92.44501727,54.51747969
"45999","s",2,5,10,89.19415395,54.05472903
"459910","s",2,5,11,85.90454425,53.63613337
"459911","s",2,5,12,82.58506104,53.58565207
"459912","s",2,5,13,79.28105225,53.89931396
"459913","s",2,5,14,76.05648663,54.70774554
"459914","s",2,5,15,72.95114709,55.88569813
"459915","s",2,5,16,69.94472619,57.25178747
"459916","s",2,5,17,67.10686578,58.93907812
"459917","s",2,5,18,64.53523481,61.0556018
"459918","s",2,5,19,62.09345615,63.20527877
"459919","s",2,5,20,59.8349026,65.50289218
"4799","s",2,6,1,117.72629424,61.54981883
"47991","s",2,6,2,114.50570557,60.50296105
"47992","s",2,6,3,111.30903494,59.55151558
"47993","s",2,6,4,108.17910578,58.60171875
"47994","s",2,6,5,105.10849824,57.52132723
"47995","s",2,6,6,102.04906966,56.4124981
"47996","s",2,6,7,98.8750987,55.65923994
"47997","s",2,6,8,95.67359315,55.02005189
"47998","s",2,6,9,92.46767634,54.27394619
"47999","s",2,6,10,89.2048033,53.76534837
"479910","s",2,6,11,85.90383684,53.5993486
"479911","s",2,6,12,82.60432567,53.84100499
"479912","s",2,6,13,79.35169953,54.43406863
"479913","s",2,6,14,76.16263107,55.26747609
"479914","s",2,6,15,73.02816531,56.195873
"479915","s",2,6,16,70.04268577,57.56908636
"479916","s",2,6,17,67.2376863,59.2914114
"479917","s",2,6,18,64.6902013,61.41069659
"479918","s",2,6,19,62.27462563,63.56416791
"479919","s",2,6,20,60.03564308,65.85058162
"4999","s",2,7,1,117.74206442,61.52357343
"49991","s",2,7,2,114.52094466,60.47404495
"49992","s",2,7,3,111.32131724,59.52465884
"49993","s",2,7,4,108.19081318,58.57180293
"49994","s",2,7,5,105.1196801,57.48723032
"49995","s",2,7,6,102.0038927,56.58167222
"49996","s",2,7,7,98.8246117,55.90220901
"49997","s",2,7,8,95.63670177,55.26614967
"49998","s",2,7,9,92.44495638,54.51813409
"49999","s",2,7,10,89.19542083,54.02030361
"499910","s",2,7,11,85.90896177,53.8658422
"499911","s",2,7,12,82.62517786,54.11740116
"499912","s",2,7,13,79.38945829,54.71987828
"499913","s",2,7,14,76.2198779,55.56935535
"499914","s",2,7,15,73.17310524,56.77958844
"499915","s",2,7,16,70.23423978,58.18954506
"499916","s",2,7,17,67.46450204,59.90228448
"499917","s",2,7,18,64.84440541,61.76404443
"499918","s",2,7,19,62.44860769,63.90881908
"499919","s",2,7,20,60.22940443,66.18618296
"5199","s",2,8,1,117.75687552,61.49892416
"51991","s",2,8,2,114.44869428,60.6111397
"51992","s",2,8,3,111.13348909,59.9353677
"51993","s",2,8,4,107.92185883,59.25905935
"51994","s",2,8,5,104.80714525,58.44024485
"51995","s",2,8,6,101.7315008,57.60169775
"51996","s",2,8,7,98.6571271,56.70822998
"51997","s",2,8,8,95.55457286,55.81402132
"51998","s",2,8,9,92.39732242,55.03009068
"51999","s",2,8,10,89.17649901,54.53447656
"519910","s",2,8,11,85.91883805,54.3794031
"519911","s",2,8,12,82.66575337,54.65523004
"519912","s",2,8,13,79.4632251,55.2782458
"519913","s",2,8,14,76.33137982,56.15733749
"519914","s",2,8,15,73.31964031,57.36972794
"519915","s",2,8,16,70.40617513,58.74645737
"519916","s",2,8,17,67.57433021,60.19807999
"519917","s",2,8,18,64.97380189,62.06054732
"519918","s",2,8,19,62.60734137,64.22326385
"519919","s",2,8,20,60.4100737,66.49910835
"5399","s",2,9,1,117.59331866,61.77112249
"53991","s",2,9,2,114.10094094,61.27099995
"53992","s",2,9,3,110.70414955,60.87417022
"53993","s",2,9,4,107.53334454,60.25182608
"53994","s",2,9,5,104.47796266,59.44402344
"53995","s",2,9,6,101.521199,58.38921458
"53996","s",2,9,7,98.49671183,57.48022973
"53997","s",2,9,8,95.43744505,56.59536625
"53998","s",2,9,9,92.32420374,55.81595011
"53999","s",2,9,10,89.14721146,55.33032376
"539910","s",2,9,11,85.93416389,55.17633861
"539911","s",2,9,12,82.72736212,55.47185504
"539912","s",2,9,13,79.57269489,56.10686199
"539913","s",2,9,14,76.48414232,56.96289869
"539914","s",2,9,15,73.44824462,57.88765504
"539915","s",2,9,16,70.49286489,59.02725239
"539916","s",2,9,17,67.67720829,60.4751571
"539917","s",2,9,18,65.09906235,62.34757282
"539918","s",2,9,19,62.75788452,64.52148351
"539919","s",2,9,20,60.57383316,66.78274538
"5599","s",2,10,1,117.5867055,61.78212839
"55991","s",2,10,2,114.0954067,61.28150115
"55992","s",2,10,3,110.69976151,60.8837652
"55993","s",2,10,4,107.52875398,60.26355628
"55994","s",2,10,5,104.47426589,59.45529602
"55995","s",2,10,6,101.45386825,58.64134795
"55996","s",2,10,7,98.43795265,57.76300872
"55997","s",2,10,8,95.39484011,56.87957847
"55998","s",2,10,9,92.29842874,56.09297264
"55999","s",2,10,10,89.14645138,55.35097786
"559910","s",2,10,11,85.92929577,54.9231991
"559911","s",2,10,12,82.70616258,55.19085477
"559912","s",2,10,13,79.53542968,55.82478821
"559913","s",2,10,14,76.4309187,56.68223502
"559914","s",2,10,15,73.37902749,57.60889746
"559915","s",2,10,16,70.41769092,58.78375793
"559916","s",2,10,17,67.67924085,60.48063129
"559917","s",2,10,18,65.1040465,62.35899366
"559918","s",2,10,19,62.76426245,64.53411794
"559919","s",2,10,20,60.58126593,66.79561919
"5799","s",2,11,1,115.95806356,64.49258403
"57991","s",2,11,2,112.97885619,63.40015026
"57992","s",2,11,3,110.13717958,62.11391826
"57993","s",2,11,4,107.22305825,61.04469757
"57994","s",2,11,5,104.22574296,60.2131186
"57995","s",2,11,6,101.24818265,59.4115785
"57996","s",2,11,7,98.27557771,58.54443942
"57997","s",2,11,8,95.27676601,57.667236
"57998","s",2,11,9,92.22321274,56.9013735
"57999","s",2,11,10,89.10734007,56.41377133
"579910","s",2,11,11,85.9501522,56.00772223
"579911","s",2,11,12,82.76757547,56.00488353
"579912","s",2,11,13,79.60491216,56.3507261
"579913","s",2,11,14,76.47762068,56.92850817
"579914","s",2,11,15,73.43704336,57.84254432
"579915","s",2,11,16,70.47894934,58.98217884
"579916","s",2,11,17,67.65261715,60.40892685
"579917","s",2,11,18,65.06785223,62.27605705
"579918","s",2,11,19,62.71910165,64.44465628
"579919","s",2,11,20,60.53041611,66.70754556
"59991","s",2,12,1,115.13223461,65.86696391
"59992","s",2,12,2,112.2112272,64.8567225
"59993","s",2,12,3,109.41945066,63.68331888
